"","#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d"
"36",36,"MKR
                        Maker","MKR","$903,960,281","$1462.18","618,228
                        
                        
                            *","$2,342,370","1.68%","2.13%","-9.99%"
"37",37,"WTC
                        Walton","WTC","$900,450,077","$36.17","24,898,178
                        
                        
                            *","$55,863,100","6.09%","11.23%","60.78%"
"38",38,"WAVES
                        Waves","WAVES","$873,812,000","$8.74","100,000,000
                        
                        
                            *","$33,706,300","1.47%","-1.50%","-0.95%"
"39",39,"ZRX
                        0x","ZRX","$845,491,151","$1.69","500,542,374
                        
                        
                            *","$16,465,300","2.19%","6.06%","-5.73%"
"40",40,"DOGE
                        Dogecoin","DOGE","$808,834,241","$0.007162","112,937,599,450","$20,580,400","2.13%","-5.09%","-11.40%"
"41",41,"HSR
                        Hshare","HSR","$766,458,926","$18.02","42,545,597","$218,584,000","3.15%","1.78%","39.98%"
"42",42,"VERI
                        Veritaseum","VERI","$742,577,221","$364.61","2,036,645
                        
                        
                            *","$1,228,600","2.17%","-5.01%","-10.43%"
"43",43,"KMD
                        Komodo","KMD","$680,451,077","$6.58","103,421,448","$5,161,530","1.66%","0.57%","-2.61%"
"44",44,"ETN
                        Electroneum","ETN","$678,078,032","$0.113700","5,963,746,983","$4,177,810","1.70%","-6.33%","-9.36%"
"45",45,"IOST
                        IOStoken","IOST","$655,702,946","$0.096510","6,794,109,922
                        
                        
                            *","$286,096,000","5.18%","4.81%","137.95%"
"46",46,"ARK
                        Ark","ARK","$644,585,554","$6.58","97,981,284
                        
                        
                            *","$8,959,500","1.56%","-4.73%","0.71%"
"47",47,"KCS
                        KuCoin Shares","KCS","$641,811,806","$7.05","91,043,076
                        
                        
                            *","$4,210,040","3.20%","-3.46%","-26.94%"
"48",48,"RHOC
                        RChain","RHOC","$629,295,973","$1.83","344,086,289
                        
                        
                            *","$1,102,060","2.08%","0.67%","-8.76%"
"49",49,"LRC
                        Loopring","LRC","$584,015,140","$1.04","561,169,913
                        
                        
                            *","$8,841,400","2.10%","-3.68%","2.11%"
"50",50,"DCR
                        Decred","DCR","$583,229,722","$87.94","6,632,306","$1,848,060","1.89%","-4.92%","-15.29%"
"51",51,"AE
                        Aeternity","AE","$572,710,726","$2.46","233,020,472
                        
                        
                            *","$4,986,110","4.95%","16.05%","60.71%"
"52",52,"BAT
                        Basic Attenti...","BAT","$536,637,000","$0.536637","1,000,000,000
                        
                        
                            *","$17,715,500","-0.08%","-3.70%","-12.15%"
"53",53,"DCN
                        Dentacoin","DCN","$531,396,583","$0.001634","325,190,215,376
                        
                        
                            *","$819,442","3.43%","-5.19%","-31.66%"
"54",54,"PIVX
                        PIVX","PIVX","$526,930,693","$9.51","55,435,986
                        
                        
                            *","$11,677,100","2.53%","-4.16%","0.72%"
"55",55,"DGB
                        DigiByte","DGB","$518,266,298","$0.053141","9,752,700,337","$9,325,710","0.90%","-4.77%","-16.50%"
"56",56,"ELF
                        aelf","ELF","$510,720,000","$2.04","250,000,000
                        
                        
                            *","$229,140,000","3.90%","-4.38%","29.16%"
"57",57,"DRGN
                        Dragonchain","DRGN","$502,290,654","$2.11","238,421,940
                        
                        
                            *","$3,836,390","-2.06%","-7.13%","-29.89%"
"58",58,"DGD
                        DigixDAO","DGD","$491,198,000","$245.60","2,000,000
                        
                        
                            *","$31,906,300","-0.88%","31.32%","34.70%"
"59",59,"QASH
                        QASH","QASH","$485,702,000","$1.39","350,000,000
                        
                        
                            *","$20,574,700","5.24%","-4.53%","-18.00%"
"60",60,"GBYTE
                        Byteball Bytes","GBYTE","$480,763,340","$745.11","645,222
                        
                        
                            *","$903,292","6.51%","-7.50%","-11.22%"
"61",61,"KNC
                        Kyber Network","KNC","$475,559,429","$3.55","134,132,697
                        
                        
                            *","$33,631,600","5.99%","4.32%","-12.41%"
"62",62,"GAS
                        Gas","GAS","$467,446,598","$48.76","9,587,390
                        
                        
                            *","$20,426,900","3.17%","-0.09%","-14.26%"
"63",63,"ZCL
                        ZClassic","ZCL","$454,898,385","$143.18","3,177,175","$10,622,300","2.50%","0.75%","-7.31%"
"64",64,"GNT
                        Golem","GNT","$452,047,367","$0.541853","834,262,000
                        
                        
                            *","$15,302,400","1.71%","-5.45%","-20.85%"
"65",65,"BTM
                        Bytom","BTM","$437,420,634","$0.443182","987,000,000
                        
                        
                            *","$30,473,800","2.58%","2.10%","18.03%"
"66",66,"WAX
                        WAX","WAX","$422,260,913","$0.856592","492,954,537
                        
                        
                            *","$8,869,510","0.89%","-5.27%","-30.15%"
"67",67,"SALT
                        SALT","SALT","$414,773,840","$7.91","52,435,913
                        
                        
                            *","$16,481,700","2.17%","5.80%","-6.71%"
"68",68,"FUN
                        FunFair","FUN","$414,578,724","$0.093815","4,419,085,589
                        
                        
                            *","$6,500,740","1.95%","-4.33%","-26.71%"
"69",69,"CND
                        Cindicator","CND","$406,579,698","$0.281180","1,445,976,590
                        
                        
                            *","$54,372,600","0.82%","-1.03%","27.71%"
"70",70,"ETHOS
                        Ethos","ETHOS","$403,354,978","$5.35","75,408,536
                        
                        
                            *","$3,363,170","2.40%","-3.48%","-22.61%"
"71",71,"NAS
                        Nebulas","NAS","$390,283,450","$10.99","35,500,000
                        
                        
                            *","$30,768,500","2.56%","5.99%","28.99%"
"72",72,"FCT
                        Factom","FCT","$380,099,737","$43.46","8,745,102
                        
                        
                            *","$5,950,800","4.14%","-3.23%","-14.51%"
"73",73,"SMART
                        SmartCash","SMART","$377,152,905","$0.594918","633,957,798","$1,081,580","1.33%","-11.13%","-44.50%"
"74",74,"AION
                        Aion","AION","$362,092,378","$4.62","78,353,435
                        
                        
                            *","$7,556,020","1.51%","-2.80%","-16.27%"
"75",75,"POWR
                        Power Ledger","POWR","$360,727,783","$0.991526","363,810,715
                        
                        
                            *","$24,350,600","1.84%","-3.46%","-16.01%"
"76",76,"CNX
                        Cryptonex","CNX","$358,653,898","$7.96","45,084,436","$367,350","1.82%","-4.94%","38.83%"
"77",77,"DENT
                        Dent","DENT","$344,294,018","$0.032435","10,614,760,961
                        
                        
                            *","$8,481,900","0.39%","-5.25%","-30.18%"
"78",78,"MONA
                        MonaCoin","MONA","$324,241,067","$5.69","56,987,375","$6,471,810","7.52%","-8.31%","-9.35%"
"79",79,"GXS
                        GXShares","GXS","$320,034,600","$5.33","60,000,000
                        
                        
                            *","$8,665,890","2.77%","-0.94%","-4.12%"
"80",80,"SYS
                        Syscoin","SYS","$319,567,562","$0.602373","530,514,418","$3,291,220","2.16%","-4.37%","-9.72%"
"81",81,"NXS
                        Nexus","NXS","$319,320,065","$5.78","55,241,098","$1,735,020","0.01%","-7.55%","-12.60%"
"82",82,"NXT
                        Nxt","NXT","$316,326,338","$0.316643","998,999,942
                        
                        
                            *","$11,428,800","0.16%","-2.62%","-2.87%"
"83",83,"KIN
                        Kin","KIN","$311,940,902","$0.000413","756,097,560,976
                        
                        
                            *","$673,469","1.10%","-1.97%","-23.40%"
"84",84,"ENG
                        Enigma","ENG","$301,975,176","$4.04","74,836,171
                        
                        
                            *","$8,359,750","4.15%","-3.53%","-21.53%"
"85",85,"RDD
                        ReddCoin","RDD","$300,344,334","$0.010453","28,732,561,033
                        
                        
                            *","$4,194,780","2.49%","-0.19%","-27.96%"
"86",86,"PART
                        Particl","PART","$294,548,172","$33.28","8,849,622
                        
                        
                            *","$673,456","1.93%","-2.86%","0.87%"
"87",87,"MED
                        MediBloc","MED","$290,886,888","$0.098061","2,966,384,100
                        
                        
                            *","$10,825,600","3.26%","7.28%","-28.79%"
"88",88,"MAID
                        MaidSafeCoin","MAID","$290,527,787","$0.641976","452,552,412
                        
                        
                            *","$3,300,030","3.20%","-3.14%","-12.53%"
"89",89,"XZC
                        ZCoin","XZC","$288,453,561","$72.76","3,964,687","$5,577,780","4.27%","-2.04%","-6.81%"
